"source","target","value","Energy","Process","AFOLU"
"3_Livestock","4_Enteric fermentation","3169.00","","","3169"
"3_Livestock","4_(Waste)","0.00","","","0"
"3_Fibre crops","4_Petrol engine","0.00","","",""
"3_Fibre crops","4_Diesel engine","0.00","","",""
"3_Fibre crops","4_Aircraft engine","0.00","","",""
"3_Fibre crops","4_Other Engine (LPG, gas, coal)","0.00","","",""
"3_Fibre crops","4_Electric motor","0.00","","",""
"3_Fibre crops","4_Cooler","0.00","","",""
"3_Fibre crops","4_Electronics","0.00","","",""
"3_Fibre crops","4_Computing Infrastructure","0.00","","",""
"3_Fibre crops","4_Light device","0.00","","",""
"3_Fibre crops","4_Electric heater","0.00","","",""
"3_Fibre crops","4_Heat exchanger","0.00","","",""
"3_Fibre crops","4_Oil burner","0.00","","",""
"3_Fibre crops","4_Gas burner","0.00","","",""
"3_Fibre crops","4_Coal burner","0.00","","",""
"3_Fibre crops","4_Biomass burner","0.00","","",""
"3_Fibre crops","4_Non-energy use","0.00","","",""
"3_Fibre crops","4_Chemical use","0.00","","",""
"3_Fibre crops","4_Cement kiln","0.00","","",""
"3_Fibre crops","4_Logging","0.00","","","0"
"3_Fibre crops","4_Clearing for settlements","0.00","","","0"
"3_Fibre crops","4_Tilling and erosion","0.00","","","0"
"3_Fibre crops","4_Clearing for agriculture","0.00","","","0"
"3_Fibre crops","4_Fertilizer use","42.00","","","42"
"3_Fibre crops","4_Rice paddies","0.00","","","0"
"3_Fibre crops","4_Manure","0.00","","","0"
"3_Fibre crops","4_Enteric fermentation","0.00","","","0"
"3_Fibre crops","4_(Waste)","0.00","","","0"
"3_Landfills","4_Petrol engine","0.00","","",""
"3_Landfills","4_Diesel engine","0.00","","",""
"3_Landfills","4_Aircraft engine","0.00","","",""
"3_Landfills","4_Other Engine (LPG, gas, coal)","0.00","","",""
"3_Landfills","4_Electric motor","0.00","","",""
"3_Landfills","4_Cooler","0.00","","",""
"3_Landfills","4_Electronics","0.00","","",""
"3_Landfills","4_Computing Infrastructure","0.00","","",""
"3_Landfills","4_Light device","0.00","","",""
"3_Landfills","4_Electric heater","0.00","","",""
"3_Landfills","4_Heat exchanger","0.00","","",""
"3_Landfills","4_Oil burner","0.00","","",""
"3_Landfills","4_Gas burner","0.00","","",""
"3_Landfills","4_Coal burner","0.00","","",""
"3_Landfills","4_Biomass burner","0.00","","",""
"3_Landfills","4_Non-energy use","0.00","","",""
"3_Landfills","4_Chemical use","0.00","","",""
"3_Landfills","4_Cement kiln","0.00","","",""
"3_Landfills","4_Logging","0.00","","","0"
"3_Landfills","4_Clearing for settlements","0.00","","","0"
"3_Landfills","4_Tilling and erosion","0.00","","","0"
"3_Landfills","4_Clearing for agriculture","0.00","","","0"
"3_Landfills","4_Fertilizer use","0.00","","","0"
"3_Landfills","4_Rice paddies","0.00","","","0"
"3_Landfills","4_Manure","0.00","","","0"
"3_Landfills","4_Enteric fermentation","0.00","","","0"
"3_Landfills","4_(Waste)","1178.00","","","1178"
"3_Wastewater","4_Petrol engine","0.00","","",""
"3_Wastewater","4_Diesel engine","0.00","","",""
"3_Wastewater","4_Aircraft engine","0.00","","",""
"3_Wastewater","4_Other Engine (LPG, gas, coal)","0.00","","",""
"3_Wastewater","4_Electric motor","0.00","","",""
"3_Wastewater","4_Cooler","0.00","","",""
"3_Wastewater","4_Electronics","0.00","","",""
"3_Wastewater","4_Computing Infrastructure","0.00","","",""
"3_Wastewater","4_Light device","0.00","","",""
"3_Wastewater","4_Electric heater","0.00","","",""
"3_Wastewater","4_Heat exchanger","0.00","","",""
"3_Wastewater","4_Oil burner","0.00","","",""
"3_Wastewater","4_Gas burner","0.00","","",""
"3_Wastewater","4_Coal burner","0.00","","",""
"3_Wastewater","4_Biomass burner","0.00","","",""
"3_Wastewater","4_Non-energy use","0.00","","",""
"3_Wastewater","4_Chemical use","0.00","","",""
"3_Wastewater","4_Cement kiln","0.00","","",""
"3_Wastewater","4_Logging","0.00","","","0"
"3_Wastewater","4_Clearing for settlements","0.00","","","0"
"3_Wastewater","4_Tilling and erosion","0.00","","","0"
"3_Wastewater","4_Clearing for agriculture","0.00","","","0"
"3_Wastewater","4_Fertilizer use","0.00","","","0"
"3_Wastewater","4_Rice paddies","0.00","","","0"
"3_Wastewater","4_Manure","0.00","","","0"
"3_Wastewater","4_Enteric fermentation","0.00","","","0"
"3_Wastewater","4_(Waste)","842.00","","41","801"
"3_Wastewater","4_Petrol engine","","","",""
"3_Wastewater","4_Diesel engine","","","",""
"3_Wastewater","4_Aircraft engine","","","",""
"3_Wastewater","4_Other Engine (LPG, gas, coal)","","","",""
"3_Wastewater","4_Electric motor","","","",""
"3_Wastewater","4_Cooler","","","",""
"3_Wastewater","4_Electronics","","","",""
"3_Wastewater","4_Computing Infrastructure","","","",""
"3_Wastewater","4_Light device","","","",""
"3_Wastewater","4_Electric heater","","","",""
"3_Wastewater","4_Heat exchanger","","","",""
"3_Wastewater","4_Oil burner","","","",""
"3_Wastewater","4_Gas burner","","","",""
"3_Wastewater","4_Coal burner","","","",""
"3_Wastewater","4_Biomass burner","","","",""
"3_Wastewater","4_Non-energy use","","","",""
"3_Wastewater","4_Chemical use","","","",""
"3_Wastewater","4_Cement kiln","","","",""
"3_Wastewater","4_Logging","","","",""
"3_Wastewater","4_Clearing for settlements","","","",""
"3_Wastewater","4_Tilling and erosion","","","",""
"3_Wastewater","4_Clearing for agriculture","","","",""
"3_Wastewater","4_Clearing for biomass energy use","","","",""
"3_Wastewater","4_Fertilizer use","","","",""
"3_Wastewater","4_Rice paddies","","","",""
"3_Wastewater","4_Manure","","","",""
"3_Wastewater","4_Enteric fermentation","","","",""
"3_Wastewater","4_(Waste)","","","",""
"4_Petrol engine","5_Direct oil use","3222.00","3222","",""
"4_Petrol engine","5_Refineries, extraction","502.00","502","",""
"4_Petrol engine","5_Fugitive emissions","377.00","377","",""
"4_Petrol engine","5_Electricity and heat","84.00","84","",""
"4_Petrol engine","5_Direct gas use","0.00","0","",""
"4_Petrol engine","5_Direct coal use","0.00","0","",""
"4_Petrol engine","5_Biofuels","188.00","","","188"
"4_Petrol engine","5_Dry biomass","0.00","","",""
"4_Petrol engine","5_(Chemical use)","0.00","","",""
"4_Petrol engine","5_(Cement kiln)","0.00","","",""
"4_Petrol engine","5_(Logging)","0.00","","",""
"4_Petrol engine","5_(Clearing for settlements)","0.00","","",""
"4_Petrol engine","5_Tilling and erosion","0.00","","",""
"4_Petrol engine","5_(Clearing for agriculture)","0.00","","",""
"4_Petrol engine","5_Fertilizer use","0.00","","",""
"4_Petrol engine","5_(Rice paddies)","0.00","","",""
"4_Petrol engine","5_(Manure)","0.00","","",""
"4_Petrol engine","5_(Enteric fermentation)","0.00","","",""
"4_Petrol engine","5_(Waste)","0.00","0","",""
"4_Diesel engine","5_Direct oil use","4385.00","4385.3","",""
"4_Diesel engine","5_Refineries, extraction","683.00","683","",""
"4_Diesel engine","5_Fugitive emissions","513.00","513","",""
"4_Diesel engine","5_Electricity and heat","114.00","114","",""
"4_Diesel engine","5_Direct gas use","0.00","0","",""
"4_Diesel engine","5_Direct coal use","0.00","0","",""
"4_Diesel engine","5_Biofuels","158.00","","","158"
"4_Diesel engine","5_Dry biomass","0.00","","",""
"4_Diesel engine","5_(Chemical use)","0.00","","",""
"4_Diesel engine","5_(Cement kiln)","0.00","","",""
"4_Diesel engine","5_(Logging)","0.00","","",""
"4_Diesel engine","5_(Clearing for settlements)","0.00","","",""
"4_Diesel engine","5_Tilling and erosion","0.00","","",""
"4_Diesel engine","5_(Clearing for agriculture)","0.00","","",""
"4_Diesel engine","5_Fertilizer use","0.00","","",""
"4_Diesel engine","5_(Rice paddies)","0.00","","",""
"4_Diesel engine","5_(Manure)","0.00","","",""
"4_Diesel engine","5_(Enteric fermentation)","0.00","","",""
"4_Diesel engine","5_(Waste)","0.00","0","",""
"4_Aircraft engine","5_Direct oil use","780.00","779.6","",""
"4_Aircraft engine","5_Refineries, extraction","121.00","121","",""
"4_Aircraft engine","5_Fugitive emissions","91.00","91","",""
"4_Aircraft engine","5_Electricity and heat","20.00","20","",""
"4_Aircraft engine","5_Direct gas use","0.00","0","",""
"4_Aircraft engine","5_Direct coal use","0.00","0","",""
"4_Aircraft engine","5_Biofuels","0.00","","",""
"4_Aircraft engine","5_Dry biomass","0.00","","",""
"4_Aircraft engine","5_(Chemical use)","0.00","","",""
"4_Aircraft engine","5_(Cement kiln)","0.00","","",""
"4_Aircraft engine","5_(Logging)","0.00","","",""
"4_Aircraft engine","5_(Clearing for settlements)","0.00","","",""
"4_Aircraft engine","5_Tilling and erosion","0.00","","",""
"4_Aircraft engine","5_(Clearing for agriculture)","0.00","","",""
"4_Aircraft engine","5_Fertilizer use","0.00","","",""
"4_Aircraft engine","5_(Rice paddies)","0.00","","",""
"4_Aircraft engine","5_(Manure)","0.00","","",""
"4_Aircraft engine","5_(Enteric fermentation)","0.00","","",""
"4_Aircraft engine","5_(Waste)","0.00","0","",""
"4_Other Engine (LPG, gas, coal)","5_Direct oil use","46.00","46","",""
"4_Other Engine (LPG, gas, coal)","5_Refineries, extraction","15.00","15","",""
"4_Other Engine (LPG, gas, coal)","5_Fugitive emissions","20.00","20","",""
"4_Other Engine (LPG, gas, coal)","5_Electricity and heat","0.00","0","0","0"
"4_Other Engine (LPG, gas, coal)","5_Direct gas use","127.00","127","",""
"4_Other Engine (LPG, gas, coal)","5_Direct coal use","11.00","11","",""
"4_Other Engine (LPG, gas, coal)","5_Biofuels","0.00","","",""
"4_Other Engine (LPG, gas, coal)","5_Dry biomass","0.00","","",""
"4_Other Engine (LPG, gas, coal)","5_(Chemical use)","0.00","","",""
"4_Other Engine (LPG, gas, coal)","5_(Cement kiln)","0.00","","",""
"4_Other Engine (LPG, gas, coal)","5_(Logging)","0.00","","",""
"4_Other Engine (LPG, gas, coal)","5_(Clearing for settlements)","0.00","","",""
"4_Other Engine (LPG, gas, coal)","5_Tilling and erosion","0.00","","",""
"4_Other Engine (LPG, gas, coal)","5_(Clearing for agriculture)","0.00","","",""
"4_Other Engine (LPG, gas, coal)","5_Fertilizer use","0.00","","",""
"4_Other Engine (LPG, gas, coal)","5_(Rice paddies)","0.00","","",""
"4_Other Engine (LPG, gas, coal)","5_(Manure)","0.00","","",""
"4_Other Engine (LPG, gas, coal)","5_(Enteric fermentation)","0.00","","",""
"4_Other Engine (LPG, gas, coal)","5_(Waste)","0.00","0","",""
"4_Electric motor","5_Direct oil use","0.00","0","",""
"4_Electric motor","5_Refineries, extraction","116.00","116","",""
"4_Electric motor","5_Fugitive emissions","340.00","340","",""
"4_Electric motor","5_Electricity and heat","3045.00","3019","11","15"
"4_Electric motor","5_Direct gas use","145.00","145","",""
"4_Electric motor","5_Direct coal use","0.00","0","",""
"4_Electric motor","5_Biofuels","0.00","","",""
"4_Electric motor","5_Dry biomass","0.00","","",""
"4_Electric motor","5_(Chemical use)","0.00","","",""
"4_Electric motor","5_(Cement kiln)","0.00","","",""
"4_Electric motor","5_(Logging)","0.00","","",""
"4_Electric motor","5_(Clearing for settlements)","0.00","","",""
"4_Electric motor","5_Tilling and erosion","0.00","","",""
"4_Electric motor","5_(Clearing for agriculture)","0.00","","",""
"4_Electric motor","5_Fertilizer use","0.00","","",""
"4_Electric motor","5_(Rice paddies)","0.00","","",""
"4_Electric motor","5_(Manure)","0.00","","",""
"4_Electric motor","5_(Enteric fermentation)","0.00","","",""
"4_Electric motor","5_(Waste)","0.00","0","",""
"4_Cooler","5_Direct oil use","0.00","0","",""
"4_Cooler","5_Refineries, extraction","68.00","68","",""
"4_Cooler","5_Fugitive emissions","198.00","198","",""
"4_Cooler","5_Electricity and heat","1837.00","1824","5","8"
"4_Cooler","5_Direct gas use","21.00","21","",""
"4_Cooler","5_Direct coal use","0.00","0","",""
"4_Cooler","5_Biofuels","0.00","","",""
"4_Cooler","5_Dry biomass","0.00","","",""
"4_Cooler","5_(Chemical use)","773.00","","773",""
"4_Cooler","5_(Cement kiln)","0.00","","",""
"4_Cooler","5_(Logging)","0.00","","",""
"4_Cooler","5_(Clearing for settlements)","0.00","","",""
"4_Cooler","5_Tilling and erosion","0.00","","",""
"4_Cooler","5_(Clearing for agriculture)","0.00","","",""
"4_Cooler","5_Fertilizer use","0.00","","",""
"4_Cooler","5_(Rice paddies)","0.00","","",""
"4_Cooler","5_(Manure)","0.00","","",""
"4_Cooler","5_(Enteric fermentation)","0.00","","",""
"4_Cooler","5_(Waste)","0.00","0","",""
"4_Electronics","5_Direct oil use","0.00","0","",""
"4_Electronics","5_Refineries, extraction","32.00","32","",""
"4_Electronics","5_Fugitive emissions","94.00","94","",""
"4_Electronics","5_Electricity and heat","883.00","877","2","4"
"4_Electronics","5_Direct gas use","0.00","0","",""
"4_Electronics","5_Direct coal use","0.00","0","",""
"4_Electronics","5_Biofuels","0.00","","",""
"4_Electronics","5_Dry biomass","0.00","","",""
"4_Electronics","5_(Chemical use)","0.00","","",""
"4_Electronics","5_(Cement kiln)","0.00","","",""
"4_Electronics","5_(Logging)","0.00","","",""
"4_Electronics","5_(Clearing for settlements)","0.00","","",""
"4_Electronics","5_Tilling and erosion","0.00","","",""
"4_Electronics","5_(Clearing for agriculture)","0.00","","",""
"4_Electronics","5_Fertilizer use","0.00","","",""
"4_Electronics","5_(Rice paddies)","0.00","","",""
"4_Electronics","5_(Manure)","0.00","","",""
"4_Electronics","5_(Enteric fermentation)","0.00","","",""
"4_Electronics","5_(Waste)","0.00","0","",""
"4_Computing Infrastructure","5_Direct oil use","0.00","0","",""
"4_Computing Infrastructure","5_Refineries, extraction","9.00","9","",""
"4_Computing Infrastructure","5_Fugitive emissions","25.00","25","",""
"4_Computing Infrastructure","5_Electricity and heat","240.00","232","3","5"
"4_Computing Infrastructure","5_Direct gas use","0.00","0","",""
"4_Computing Infrastructure","5_Direct coal use","0.00","0","",""
"4_Computing Infrastructure","5_Biofuels","0.00","","",""
"4_Computing Infrastructure","5_Dry biomass","0.00","","",""
"4_Computing Infrastructure","5_(Chemical use)","0.00","","",""
"4_Computing Infrastructure","5_(Cement kiln)","0.00","","",""
"4_Computing Infrastructure","5_(Logging)","0.00","","",""
"4_Computing Infrastructure","5_(Clearing for settlements)","0.00","","",""
"4_Computing Infrastructure","5_Tilling and erosion","0.00","","",""
"4_Computing Infrastructure","5_(Clearing for agriculture)","0.00","","",""
"4_Computing Infrastructure","5_Fertilizer use","0.00","","",""
"4_Computing Infrastructure","5_(Rice paddies)","0.00","","",""
"4_Computing Infrastructure","5_(Manure)","0.00","","",""
"4_Computing Infrastructure","5_(Enteric fermentation)","0.00","","",""
"4_Computing Infrastructure","5_(Waste)","0.00","0","",""
"4_Light device","5_Direct oil use","17.00","16.7","",""
"4_Light device","5_Refineries, extraction","67.00","67","",""
"4_Light device","5_Fugitive emissions","150.00","150","",""
"4_Light device","5_Electricity and heat","1426.00","1416","4","6"
"4_Light device","5_Direct gas use","17.00","17","",""
"4_Light device","5_Direct coal use","0.00","0","",""
"4_Light device","5_Biofuels","0.00","","",""
"4_Light device","5_Dry biomass","0.00","","",""
"4_Light device","5_(Chemical use)","0.00","","",""
"4_Light device","5_(Cement kiln)","0.00","","",""
"4_Light device","5_(Logging)","0.00","","",""
"4_Light device","5_(Clearing for settlements)","0.00","","",""
"4_Light device","5_Tilling and erosion","0.00","","",""
"4_Light device","5_(Clearing for agriculture)","0.00","","",""
"4_Light device","5_Fertilizer use","0.00","","",""
"4_Light device","5_(Rice paddies)","0.00","","",""
"4_Light device","5_(Manure)","0.00","","",""
"4_Light device","5_(Enteric fermentation)","0.00","","",""
"4_Light device","5_(Waste)","0.00","0","",""
"4_Electric heater","5_Direct oil use","0.00","0","",""
"4_Electric heater","5_Refineries, extraction","195.00","195","",""
"4_Electric heater","5_Fugitive emissions","551.00","551","",""
"4_Electric heater","5_Electricity and heat","5215.00","5174","17","24"
"4_Electric heater","5_Direct gas use","0.00","0","",""
"4_Electric heater","5_Direct coal use","0.00","0","",""
"4_Electric heater","5_Biofuels","0.00","","",""
"4_Electric heater","5_Dry biomass","0.00","","",""
"4_Electric heater","5_(Chemical use)","0.00","","",""
"4_Electric heater","5_(Cement kiln)","0.00","","",""
"4_Electric heater","5_(Logging)","0.00","","",""
"4_Electric heater","5_(Clearing for settlements)","0.00","","",""
"4_Electric heater","5_Tilling and erosion","0.00","","",""
"4_Electric heater","5_(Clearing for agriculture)","0.00","","",""
"4_Electric heater","5_Fertilizer use","0.00","","",""
"4_Electric heater","5_(Rice paddies)","0.00","","",""
"4_Electric heater","5_(Manure)","0.00","","",""
"4_Electric heater","5_(Enteric fermentation)","0.00","","",""
"4_Electric heater","5_(Waste)","0.00","0","",""
"4_Heat exchanger","5_Direct oil use","0.00","0","",""
"4_Heat exchanger","5_Refineries, extraction","40.00","40","",""
"4_Heat exchanger","5_Fugitive emissions","113.00","113","",""
"4_Heat exchanger","5_Electricity and heat","1066.00","1057","3","5"
"4_Heat exchanger","5_Direct gas use","0.00","0","",""
"4_Heat exchanger","5_Direct coal use","0.00","0","",""
"4_Heat exchanger","5_Biofuels","0.00","","",""
"4_Heat exchanger","5_Dry biomass","0.00","","",""
"4_Heat exchanger","5_(Chemical use)","0.00","","",""
"4_Heat exchanger","5_(Cement kiln)","0.00","","",""
"4_Heat exchanger","5_(Logging)","0.00","","",""
"4_Heat exchanger","5_(Clearing for settlements)","0.00","","",""
"4_Heat exchanger","5_Tilling and erosion","0.00","","",""
"4_Heat exchanger","5_(Clearing for agriculture)","0.00","","",""
"4_Heat exchanger","5_Fertilizer use","0.00","","",""
"4_Heat exchanger","5_(Rice paddies)","0.00","","",""
"4_Heat exchanger","5_(Manure)","0.00","","",""
"4_Heat exchanger","5_(Enteric fermentation)","0.00","","",""
"4_Heat exchanger","5_(Waste)","0.00","0","",""
"4_Oil burner","5_Direct oil use","1688.00","1688.4","",""
"4_Oil burner","5_Refineries, extraction","263.00","263","",""
"4_Oil burner","5_Fugitive emissions","197.00","197","",""
"4_Oil burner","5_Electricity and heat","44.00","44","",""
"4_Oil burner","5_Direct gas use","0.00","0","",""
"4_Oil burner","5_Direct coal use","0.00","0","",""
"4_Oil burner","5_Biofuels","0.00","","",""
"4_Oil burner","5_Dry biomass","0.00","","",""
"4_Oil burner","5_(Chemical use)","0.00","","",""
"4_Oil burner","5_(Cement kiln)","0.00","","",""
"4_Oil burner","5_(Logging)","0.00","","",""
"4_Oil burner","5_(Clearing for settlements)","0.00","","",""
"4_Oil burner","5_Tilling and erosion","0.00","","",""
"4_Oil burner","5_(Clearing for agriculture)","0.00","","",""
"4_Oil burner","5_Fertilizer use","0.00","","",""
"4_Oil burner","5_(Rice paddies)","0.00","","",""
"4_Oil burner","5_(Manure)","0.00","","",""
"4_Oil burner","5_(Enteric fermentation)","0.00","","",""
"4_Oil burner","5_(Waste)","0.00","0","",""
"4_Gas burner","5_Direct oil use","0.00","0","",""
"4_Gas burner","5_Refineries, extraction","102.00","102","",""
"4_Gas burner","5_Fugitive emissions","305.00","305","",""
"4_Gas burner","5_Electricity and heat","34.00","34","",""
"4_Gas burner","5_Direct gas use","2950.00","2950","",""
"4_Gas burner","5_Direct coal use","0.00","0","",""
"4_Gas burner","5_Biofuels","0.00","","",""
"4_Gas burner","5_Dry biomass","0.00","","",""
"4_Gas burner","5_(Chemical use)","0.00","","",""
"4_Gas burner","5_(Cement kiln)","0.00","","",""
"4_Gas burner","5_(Logging)","0.00","","",""
"4_Gas burner","5_(Clearing for settlements)","0.00","","",""
"4_Gas burner","5_Tilling and erosion","0.00","","",""
"4_Gas burner","5_(Clearing for agriculture)","0.00","","",""
"4_Gas burner","5_Fertilizer use","0.00","","",""
"4_Gas burner","5_(Rice paddies)","0.00","","",""
"4_Gas burner","5_(Manure)","0.00","","",""
"4_Gas burner","5_(Enteric fermentation)","0.00","","",""
"4_Gas burner","5_(Waste)","0.00","0","",""
"4_Coal burner","5_Direct oil use","0.00","0","",""
"4_Coal burner","5_Refineries, extraction","238.00","238","",""
"4_Coal burner","5_Fugitive emissions","665.00","665","",""
"4_Coal burner","5_Electricity and heat","48.00","48","",""
"4_Coal burner","5_Direct gas use","0.00","0","",""
"4_Coal burner","5_Direct coal use","3753.00","3753","",""
"4_Coal burner","5_Biofuels","0.00","","",""
"4_Coal burner","5_Dry biomass","0.00","","",""
"4_Coal burner","5_(Chemical use)","0.00","","",""
"4_Coal burner","5_(Cement kiln)","0.00","","",""
"4_Coal burner","5_(Logging)","0.00","","",""
"4_Coal burner","5_(Clearing for settlements)","0.00","","",""
"4_Coal burner","5_Tilling and erosion","0.00","","",""
"4_Coal burner","5_(Clearing for agriculture)","0.00","","",""
"4_Coal burner","5_Fertilizer use","0.00","","",""
"4_Coal burner","5_(Rice paddies)","0.00","","",""
"4_Coal burner","5_(Manure)","0.00","","",""
"4_Coal burner","5_(Enteric fermentation)","0.00","","",""
"4_Coal burner","5_(Waste)","48.00","48","",""
"4_Biomass burner","5_Direct oil use","0.00","0","",""
"4_Biomass burner","5_Refineries, extraction","0.00","0","",""
"4_Biomass burner","5_Fugitive emissions","0.00","0","",""
"4_Biomass burner","5_Electricity and heat","0.00","0","",""
"4_Biomass burner","5_Direct gas use","0.00","0","",""
"4_Biomass burner","5_Direct coal use","0.00","0","",""
"4_Biomass burner","5_Biofuels","0.00","","",""
"4_Biomass burner","5_Dry biomass","557.00","296","","261"
"4_Biomass burner","5_(Chemical use)","0.00","","",""
"4_Biomass burner","5_(Cement kiln)","0.00","","",""
"4_Biomass burner","5_(Logging)","0.00","","",""
"4_Biomass burner","5_(Clearing for settlements)","0.00","","",""
"4_Biomass burner","5_Tilling and erosion","0.00","","",""
"4_Biomass burner","5_(Clearing for agriculture)","0.00","","",""
"4_Biomass burner","5_Fertilizer use","0.00","","",""
"4_Biomass burner","5_(Rice paddies)","0.00","","",""
"4_Biomass burner","5_(Manure)","0.00","","",""
"4_Biomass burner","5_(Enteric fermentation)","0.00","","",""
"4_Biomass burner","5_(Waste)","0.00","0","",""
"4_Non-energy use","5_Direct oil use","539.00","","539",""
"4_Non-energy use","5_Refineries, extraction","113.00","","113",""
"4_Non-energy use","5_Fugitive emissions","102.00","","102",""
"4_Non-energy use","5_Electricity and heat","0.00","","",""
"4_Non-energy use","5_Direct gas use","251.00","","251",""
"4_Non-energy use","5_Direct coal use","147.00","","147",""
"4_Non-energy use","5_Biofuels","0.00","","",""
"4_Non-energy use","5_Dry biomass","0.00","","",""
"4_Non-energy use","5_(Chemical use)","0.00","","",""
"4_Non-energy use","5_(Cement kiln)","0.00","","",""
"4_Non-energy use","5_(Logging)","0.00","","",""
"4_Non-energy use","5_(Clearing for settlements)","0.00","","",""
"4_Non-energy use","5_Tilling and erosion","0.00","","",""
"4_Non-energy use","5_(Clearing for agriculture)","0.00","","",""
"4_Non-energy use","5_Fertilizer use","0.00","","",""
"4_Non-energy use","5_(Rice paddies)","0.00","","",""
"4_Non-energy use","5_(Manure)","0.00","","",""
"4_Non-energy use","5_(Enteric fermentation)","0.00","","",""
"4_Non-energy use","5_(Waste)","0.00","","",""
"4_Chemical use","5_Direct oil use","0.00","","",""
"4_Chemical use","5_Refineries, extraction","0.00","","",""
"4_Chemical use","5_Fugitive emissions","0.00","","",""
"4_Chemical use","5_Electricity and heat","0.00","","",""
"4_Chemical use","5_Direct gas use","0.00","","",""
"4_Chemical use","5_Direct coal use","0.00","","",""
"4_Chemical use","5_Biofuels","0.00","","",""
"4_Chemical use","5_Dry biomass","0.00","","",""
"4_Chemical use","5_(Chemical use)","1078.00","","1078",""
"4_Chemical use","5_(Cement kiln)","0.00","","",""
"4_Chemical use","5_(Logging)","0.00","","",""
"4_Chemical use","5_(Clearing for settlements)","0.00","","",""
"4_Chemical use","5_Tilling and erosion","0.00","","",""
"4_Chemical use","5_(Clearing for agriculture)","0.00","","",""
"4_Chemical use","5_Fertilizer use","0.00","","",""
"4_Chemical use","5_(Rice paddies)","0.00","","",""
"4_Chemical use","5_(Manure)","0.00","","",""
"4_Chemical use","5_(Enteric fermentation)","0.00","","",""
"4_Chemical use","5_(Waste)","0.00","","",""
"4_Cement kiln","5_Direct oil use","0.00","","",""
"4_Cement kiln","5_Refineries, extraction","0.00","","",""
"4_Cement kiln","5_Fugitive emissions","0.00","","",""
"4_Cement kiln","5_Electricity and heat","0.00","","",""
"4_Cement kiln","5_Direct gas use","0.00","","",""
"4_Cement kiln","5_Direct coal use","0.00","","",""
"4_Cement kiln","5_Biofuels","0.00","","",""
"4_Cement kiln","5_Dry biomass","0.00","","",""
"4_Cement kiln","5_(Chemical use)","0.00","","",""
"4_Cement kiln","5_(Cement kiln)","1945.00","","1945",""
"4_Cement kiln","5_(Logging)","0.00","","",""
"4_Cement kiln","5_(Clearing for settlements)","0.00","","",""
"4_Cement kiln","5_Tilling and erosion","0.00","","",""
"4_Cement kiln","5_(Clearing for agriculture)","0.00","","",""
"4_Cement kiln","5_Fertilizer use","0.00","","",""
"4_Cement kiln","5_(Rice paddies)","0.00","","",""
"4_Cement kiln","5_(Manure)","0.00","","",""
"4_Cement kiln","5_(Enteric fermentation)","0.00","","",""
"4_Cement kiln","5_(Waste)","0.00","","",""
"4_Logging","5_Direct oil use","0.00","","",""
"4_Logging","5_Refineries, extraction","0.00","","",""
"4_Logging","5_Fugitive emissions","0.00","","",""
"4_Logging","5_Electricity and heat","0.00","","",""
"4_Logging","5_Direct gas use","0.00","","",""
"4_Logging","5_Direct coal use","0.00","","",""
"4_Logging","5_Biofuels","0.00","","",""
"4_Logging","5_Dry biomass","0.00","","",""
"4_Logging","5_(Chemical use)","0.00","","",""
"4_Logging","5_(Cement kiln)","0.00","","",""
"4_Logging","5_(Logging)","321.00","","","321"
"4_Logging","5_(Clearing for settlements)","0.00","","",""
"4_Logging","5_Tilling and erosion","0.00","","",""
"4_Logging","5_(Clearing for agriculture)","0.00","","",""
"4_Logging","5_Fertilizer use","0.00","","",""
"4_Logging","5_(Rice paddies)","0.00","","",""
"4_Logging","5_(Manure)","0.00","","",""
"4_Logging","5_(Enteric fermentation)","0.00","","",""
"4_Logging","5_(Waste)","0.00","","",""
"4_Clearing for settlements","5_Direct oil use","0.00","","",""
"4_Clearing for settlements","5_Refineries, extraction","0.00","","",""
"4_Clearing for settlements","5_Fugitive emissions","0.00","","",""
"4_Clearing for settlements","5_Electricity and heat","0.00","","",""
"4_Clearing for settlements","5_Direct gas use","0.00","","",""
"4_Clearing for settlements","5_Direct coal use","0.00","","",""
"4_Clearing for settlements","5_Biofuels","0.00","","",""
"4_Clearing for settlements","5_Dry biomass","0.00","","",""
"4_Clearing for settlements","5_(Chemical use)","0.00","","",""
"4_Clearing for settlements","5_(Cement kiln)","0.00","","",""
"4_Clearing for settlements","5_(Logging)","0.00","","",""
"4_Clearing for settlements","5_(Clearing for settlements)","298.00","","","298"
"4_Clearing for settlements","5_Tilling and erosion","0.00","","",""
"4_Clearing for settlements","5_(Clearing for agriculture)","0.00","","",""
"4_Clearing for settlements","5_Fertilizer use","0.00","","",""
"4_Clearing for settlements","5_(Rice paddies)","0.00","","",""
"4_Clearing for settlements","5_(Manure)","0.00","","",""
"4_Clearing for settlements","5_(Enteric fermentation)","0.00","","",""
"4_Clearing for settlements","5_(Waste)","0.00","","",""
"4_Tilling and erosion","5_Direct oil use","0.00","","",""
"4_Tilling and erosion","5_Refineries, extraction","0.00","","",""
"4_Tilling and erosion","5_Fugitive emissions","0.00","","",""
"4_Tilling and erosion","5_Electricity and heat","0.00","","",""
"4_Tilling and erosion","5_Direct gas use","0.00","","",""
"4_Tilling and erosion","5_Direct coal use","0.00","","",""
"4_Tilling and erosion","5_Biofuels","0.00","","",""
