"source","target","value","Energy","Process","AFOLU"
"4_Tilling and erosion","5_Dry biomass","0.00","","",""
"4_Tilling and erosion","5_(Chemical use)","0.00","","",""
"4_Tilling and erosion","5_(Cement kiln)","0.00","","",""
"4_Tilling and erosion","5_(Logging)","0.00","","",""
"4_Tilling and erosion","5_(Clearing for settlements)","0.00","","",""
"4_Tilling and erosion","5_Tilling and erosion","476.00","","","476"
"4_Tilling and erosion","5_(Clearing for agriculture)","0.00","","",""
"4_Tilling and erosion","5_Fertilizer use","0.00","","",""
"4_Tilling and erosion","5_(Rice paddies)","0.00","","",""
"4_Tilling and erosion","5_(Manure)","0.00","","",""
"4_Tilling and erosion","5_(Enteric fermentation)","0.00","","",""
"4_Tilling and erosion","5_(Waste)","0.00","","",""
"4_Clearing for agriculture","5_Direct oil use","0.00","","",""
"4_Clearing for agriculture","5_Refineries, extraction","0.00","","",""
"4_Clearing for agriculture","5_Fugitive emissions","0.00","","",""
"4_Clearing for agriculture","5_Electricity and heat","0.00","","",""
"4_Clearing for agriculture","5_Direct gas use","0.00","","",""
"4_Clearing for agriculture","5_Direct coal use","0.00","","",""
"4_Clearing for agriculture","5_Biofuels","0.00","","",""
"4_Clearing for agriculture","5_Dry biomass","0.00","","",""
"4_Clearing for agriculture","5_(Chemical use)","0.00","","",""
"4_Clearing for agriculture","5_(Cement kiln)","0.00","","",""
"4_Clearing for agriculture","5_(Logging)","0.00","","",""
"4_Clearing for agriculture","5_(Clearing for settlements)","0.00","","",""
"4_Clearing for agriculture","5_Tilling and erosion","0.00","","",""
"4_Clearing for agriculture","5_(Clearing for agriculture)","2146.00","","","2146"
"4_Clearing for agriculture","5_Fertilizer use","0.00","","",""
"4_Clearing for agriculture","5_(Rice paddies)","0.00","","",""
"4_Clearing for agriculture","5_(Manure)","0.00","","",""
"4_Clearing for agriculture","5_(Enteric fermentation)","0.00","","",""
"4_Clearing for agriculture","5_(Waste)","0.00","","",""
"4_Fertilizer use","5_Direct oil use","0.00","","",""
"4_Fertilizer use","5_Refineries, extraction","0.00","","",""
"4_Fertilizer use","5_Fugitive emissions","0.00","","",""
"4_Fertilizer use","5_Electricity and heat","0.00","","",""
"4_Fertilizer use","5_Direct gas use","0.00","","",""
"4_Fertilizer use","5_Direct coal use","0.00","","",""
"4_Fertilizer use","5_Biofuels","0.00","","",""
"4_Fertilizer use","5_Dry biomass","0.00","","",""
"4_Fertilizer use","5_(Chemical use)","0.00","","",""
"4_Fertilizer use","5_(Cement kiln)","0.00","","",""
"4_Fertilizer use","5_(Logging)","0.00","","",""
"4_Fertilizer use","5_(Clearing for settlements)","0.00","","",""
"4_Fertilizer use","5_Tilling and erosion","0.00","","",""
"4_Fertilizer use","5_(Clearing for agriculture)","0.00","","",""
"4_Fertilizer use","5_Fertilizer use","1044.00","","","1044"
"4_Fertilizer use","5_(Rice paddies)","0.00","","",""
"4_Fertilizer use","5_(Manure)","0.00","","",""
"4_Fertilizer use","5_(Enteric fermentation)","0.00","","",""
"4_Fertilizer use","5_(Waste)","0.00","","",""
"4_Rice paddies","5_Direct oil use","0.00","","",""
"4_Rice paddies","5_Refineries, extraction","0.00","","",""
"4_Rice paddies","5_Fugitive emissions","0.00","","",""
"4_Rice paddies","5_Electricity and heat","0.00","","",""
"4_Rice paddies","5_Direct gas use","0.00","","",""
"4_Rice paddies","5_Direct coal use","0.00","","",""
"4_Rice paddies","5_Biofuels","0.00","","",""
"4_Rice paddies","5_Dry biomass","0.00","","",""
"4_Rice paddies","5_(Chemical use)","0.00","","",""
"4_Rice paddies","5_(Cement kiln)","0.00","","",""
"4_Rice paddies","5_(Logging)","0.00","","",""
"4_Rice paddies","5_(Clearing for settlements)","0.00","","",""
"4_Rice paddies","5_Tilling and erosion","0.00","","",""
"4_Rice paddies","5_(Clearing for agriculture)","0.00","","",""
"4_Rice paddies","5_Fertilizer use","0.00","","",""
"4_Rice paddies","5_(Rice paddies)","1029.00","","","1029"
"4_Rice paddies","5_(Manure)","0.00","","",""
"4_Rice paddies","5_(Enteric fermentation)","0.00","","",""
"4_Rice paddies","5_(Waste)","0.00","","",""
"4_Manure","5_Direct oil use","0.00","","",""
"4_Manure","5_Refineries, extraction","0.00","","",""
"4_Manure","5_Fugitive emissions","0.00","","",""
"4_Manure","5_Electricity and heat","0.00","","",""
"4_Manure","5_Direct gas use","0.00","","",""
"4_Manure","5_Direct coal use","0.00","","",""
"4_Manure","5_Biofuels","0.00","","",""
"4_Manure","5_Dry biomass","0.00","","",""
"4_Manure","5_(Chemical use)","0.00","","",""
"4_Manure","5_(Cement kiln)","0.00","","",""
"4_Manure","5_(Logging)","0.00","","",""
"4_Manure","5_(Clearing for settlements)","0.00","","",""
"4_Manure","5_Tilling and erosion","0.00","","",""
"4_Manure","5_(Clearing for agriculture)","0.00","","",""
"4_Manure","5_Fertilizer use","0.00","","",""
"4_Manure","5_(Rice paddies)","0.00","","",""
"4_Manure","5_(Manure)","670.00","","","670"
"4_Manure","5_(Enteric fermentation)","0.00","","",""
"4_Manure","5_(Waste)","0.00","","",""
"4_Enteric fermentation","5_Direct oil use","0.00","","",""
"4_Enteric fermentation","5_Refineries, extraction","0.00","","",""
"4_Enteric fermentation","5_Fugitive emissions","0.00","","",""
"4_Enteric fermentation","5_Electricity and heat","0.00","","",""
"4_Enteric fermentation","5_Direct gas use","0.00","","",""
"4_Enteric fermentation","5_Direct coal use","0.00","","",""
"4_Enteric fermentation","5_Biofuels","0.00","","",""
"4_Enteric fermentation","5_Dry biomass","0.00","","",""
"4_Enteric fermentation","5_(Chemical use)","0.00","","",""
"4_Enteric fermentation","5_(Cement kiln)","0.00","","",""
"4_Enteric fermentation","5_(Logging)","0.00","","",""
"4_Enteric fermentation","5_(Clearing for settlements)","0.00","","",""
"4_Enteric fermentation","5_Tilling and erosion","0.00","","",""
"4_Enteric fermentation","5_(Clearing for agriculture)","0.00","","",""
"4_Enteric fermentation","5_Fertilizer use","0.00","","",""
"4_Enteric fermentation","5_(Rice paddies)","0.00","","",""
"4_Enteric fermentation","5_(Manure)","0.00","","",""
"4_Enteric fermentation","5_(Enteric fermentation)","3169.00","","","3169"
"4_Enteric fermentation","5_(Waste)","0.00","","",""
"4_(Waste)","5_Direct oil use","0.00","","",""
"4_(Waste)","5_Refineries, extraction","0.00","","",""
"4_(Waste)","5_Fugitive emissions","0.00","","",""
"4_(Waste)","5_Electricity and heat","0.00","","",""
"4_(Waste)","5_Direct gas use","0.00","","",""
"4_(Waste)","5_Direct coal use","0.00","","",""
"4_(Waste)","5_Biofuels","0.00","","",""
"4_(Waste)","5_Dry biomass","0.00","","",""
"4_(Waste)","5_(Chemical use)","0.00","","",""
"4_(Waste)","5_(Cement kiln)","0.00","","",""
"4_(Waste)","5_(Logging)","0.00","","",""
"4_(Waste)","5_(Clearing for settlements)","0.00","","",""
"4_(Waste)","5_Tilling and erosion","0.00","","",""
"4_(Waste)","5_(Clearing for agriculture)","0.00","","",""
"4_(Waste)","5_Fertilizer use","0.00","","",""
"4_(Waste)","5_(Rice paddies)","0.00","","",""
"4_(Waste)","5_(Manure)","0.00","","",""
"4_(Waste)","5_(Enteric fermentation)","0.00","","",""
"4_(Waste)","5_(Waste)","2020.00","","41","1979"
"5_Direct oil use","6_Oil","10623.00","10084","539",""
"5_Direct oil use","6_Natural gas","0.00","0","",""
"5_Direct oil use","6_Coal","0.00","0","",""
"5_Direct oil use","6_Waste","0.00","0","",""
"5_Direct oil use","6_(Biomass)","0.00","0","",""
"5_Direct oil use","6_Calcination","0.00","","",""
"5_Direct oil use","6_Chemical use","0.00","","",""
"5_Direct oil use","6_Land use change","0.00","","",""
"5_Direct oil use","6_Nitrification","0.00","","",""
"5_Direct oil use","6_Methanogenesis","0.00","","",""
"5_Refineries, extraction","6_Oil","1000.00","956","44",""
"5_Refineries, extraction","6_Natural gas","923.00","882","41",""
"5_Refineries, extraction","6_Coal","641.00","613","28",""
"5_Refineries, extraction","6_Waste","0.00","0","",""
"5_Refineries, extraction","6_(Biomass)","0.00","0","",""
"5_Refineries, extraction","6_Calcination","0.00","","",""
"5_Refineries, extraction","6_Chemical use","0.00","","",""
"5_Refineries, extraction","6_Land use change","0.00","","",""
"5_Refineries, extraction","6_Nitrification","0.00","","",""
"5_Refineries, extraction","6_Methanogenesis","0.00","","",""
"5_Fugitive emissions","6_Oil","1346.00","1310","37",""
"5_Fugitive emissions","6_Natural gas","673.00","655","18",""
"5_Fugitive emissions","6_Coal","1720.00","1674","47",""
"5_Fugitive emissions","6_Waste","0.00","0","",""
"5_Fugitive emissions","6_(Biomass)","0.00","0","",""
"5_Fugitive emissions","6_Calcination","0.00","","",""
"5_Fugitive emissions","6_Chemical use","0.00","","",""
"5_Fugitive emissions","6_Land use change","0.00","","",""
"5_Fugitive emissions","6_Nitrification","0.00","","",""
"5_Fugitive emissions","6_Methanogenesis","0.00","","",""
"5_Electricity and heat","6_Oil","420.00","418","1",""
"5_Electricity and heat","6_Natural gas","3077.00","3067","10",""
"5_Electricity and heat","6_Coal","10351.00","10317","34",""
"5_Electricity and heat","6_Waste","139.00","139","",""
"5_Electricity and heat","6_(Biomass)","0.00","0","",""
"5_Electricity and heat","6_Calcination","0.00","","",""
"5_Electricity and heat","6_Chemical use","0.00","","",""
"5_Electricity and heat","6_Land use change","66.00","","","66"
"5_Electricity and heat","6_Nitrification","0.00","","",""
"5_Electricity and heat","6_Methanogenesis","0.00","","",""
"5_Direct gas use","6_Oil","0.00","0","",""
"5_Direct gas use","6_Natural gas","3888.00","3637","251",""
"5_Direct gas use","6_Coal","0.00","0","",""
"5_Direct gas use","6_Waste","0.00","0","",""
"5_Direct gas use","6_(Biomass)","0.00","0","",""
"5_Direct gas use","6_Calcination","0.00","","",""
"5_Direct gas use","6_Chemical use","0.00","","",""
"5_Direct gas use","6_Land use change","0.00","","",""
"5_Direct gas use","6_Nitrification","0.00","","",""
"5_Direct gas use","6_Methanogenesis","0.00","","",""
"5_Direct coal use","6_Oil","0.00","0","",""
"5_Direct coal use","6_Natural gas","0.00","0","",""
"5_Direct coal use","6_Coal","4436.00","4289","147",""
"5_Direct coal use","6_Waste","0.00","0","",""
"5_Direct coal use","6_(Biomass)","0.00","0","",""
"5_Direct coal use","6_Calcination","0.00","","",""
"5_Direct coal use","6_Chemical use","0.00","","",""
"5_Direct coal use","6_Land use change","0.00","","",""
"5_Direct coal use","6_Nitrification","0.00","","",""
"5_Direct coal use","6_Methanogenesis","0.00","","",""
"5_Biofuels","6_Oil","0.00","","",""
"5_Biofuels","6_Natural gas","0.00","","",""
"5_Biofuels","6_Coal","0.00","","",""
"5_Biofuels","6_Waste","0.00","","",""
"5_Biofuels","6_(Biomass)","0.00","","",""
"5_Biofuels","6_Calcination","0.00","","",""
"5_Biofuels","6_Chemical use","16.00","","","16"
"5_Biofuels","6_Land use change","228.00","","","228"
"5_Biofuels","6_Nitrification","102.00","","","102"
"5_Biofuels","6_Methanogenesis","0.00","","",""
"5_Dry biomass","6_Oil","0.00","0","",""
"5_Dry biomass","6_Natural gas","0.00","0","",""
"5_Dry biomass","6_Coal","0.00","0","",""
"5_Dry biomass","6_Waste","0.00","0","",""
"5_Dry biomass","6_(Biomass)","296.00","296","",""
"5_Dry biomass","6_Calcination","0.00","","",""
"5_Dry biomass","6_Chemical use","0.00","","",""
"5_Dry biomass","6_Land use change","261.00","","","261"
"5_Dry biomass","6_Nitrification","0.00","","",""
"5_Dry biomass","6_Methanogenesis","0.00","","",""
"5_(Chemical use)","6_Oil","0.00","","",""
"5_(Chemical use)","6_Natural gas","0.00","","",""
"5_(Chemical use)","6_Coal","0.00","","",""
"5_(Chemical use)","6_Waste","0.00","","",""
"5_(Chemical use)","6_(Biomass)","0.00","","",""
"5_(Chemical use)","6_Calcination","0.00","","",""
"5_(Chemical use)","6_Chemical use","1851.00","","1851",""
"5_(Chemical use)","6_Land use change","0.00","","",""
"5_(Chemical use)","6_Nitrification","0.00","","",""
"5_(Chemical use)","6_Methanogenesis","0.00","","",""
"5_(Cement kiln)","6_Oil","0.00","","",""
"5_(Cement kiln)","6_Natural gas","0.00","","",""
"5_(Cement kiln)","6_Coal","0.00","","",""
"5_(Cement kiln)","6_Waste","0.00","","",""
"5_(Cement kiln)","6_(Biomass)","0.00","","",""
"5_(Cement kiln)","6_Calcination","1945.00","","1945",""
"5_(Cement kiln)","6_Chemical use","0.00","","",""
"5_(Cement kiln)","6_Land use change","0.00","","",""
"5_(Cement kiln)","6_Nitrification","0.00","","",""
"5_(Cement kiln)","6_Methanogenesis","0.00","","",""
"5_(Logging)","6_Oil","0.00","","",""
"5_(Logging)","6_Natural gas","0.00","","",""
"5_(Logging)","6_Coal","0.00","","",""
"5_(Logging)","6_Waste","0.00","","",""
"5_(Logging)","6_(Biomass)","0.00","","",""
"5_(Logging)","6_Calcination","0.00","","",""
"5_(Logging)","6_Chemical use","0.00","","",""
"5_(Logging)","6_Land use change","321.00","","","321"
"5_(Logging)","6_Nitrification","0.00","","",""
"5_(Logging)","6_Methanogenesis","0.00","","",""
"5_(Clearing for settlements)","6_Oil","0.00","","",""
"5_(Clearing for settlements)","6_Natural gas","0.00","","",""
"5_(Clearing for settlements)","6_Coal","0.00","","",""
"5_(Clearing for settlements)","6_Waste","0.00","","",""
"5_(Clearing for settlements)","6_(Biomass)","0.00","","",""
"5_(Clearing for settlements)","6_Calcination","0.00","","",""
"5_(Clearing for settlements)","6_Chemical use","0.00","","",""
"5_(Clearing for settlements)","6_Land use change","298.00","","","298"
"5_(Clearing for settlements)","6_Nitrification","0.00","","",""
"5_(Clearing for settlements)","6_Methanogenesis","0.00","","",""
"5_Tilling and erosion","6_Oil","0.00","","",""
"5_Tilling and erosion","6_Natural gas","0.00","","",""
"5_Tilling and erosion","6_Coal","0.00","","",""
"5_Tilling and erosion","6_Waste","0.00","","",""
"5_Tilling and erosion","6_(Biomass)","0.00","","",""
"5_Tilling and erosion","6_Calcination","0.00","","",""
"5_Tilling and erosion","6_Chemical use","0.00","","",""
"5_Tilling and erosion","6_Land use change","0.00","","",""
"5_Tilling and erosion","6_Nitrification","476.00","","","476"
"5_Tilling and erosion","6_Methanogenesis","0.00","","",""
"5_(Clearing for agriculture)","6_Oil","0.00","","",""
"5_(Clearing for agriculture)","6_Natural gas","0.00","","",""
"5_(Clearing for agriculture)","6_Coal","0.00","","",""
"5_(Clearing for agriculture)","6_Waste","0.00","","",""
"5_(Clearing for agriculture)","6_(Biomass)","0.00","","",""
"5_(Clearing for agriculture)","6_Calcination","0.00","","",""
"5_(Clearing for agriculture)","6_Chemical use","0.00","","",""
"5_(Clearing for agriculture)","6_Land use change","2146.00","","","2146"
"5_(Clearing for agriculture)","6_Nitrification","0.00","","",""
"5_(Clearing for agriculture)","6_Methanogenesis","0.00","","",""
"5_Fertilizer use","6_Oil","0.00","","",""
"5_Fertilizer use","6_Natural gas","0.00","","",""
"5_Fertilizer use","6_Coal","0.00","","",""
"5_Fertilizer use","6_Waste","0.00","","",""
"5_Fertilizer use","6_(Biomass)","0.00","","",""
"5_Fertilizer use","6_Calcination","0.00","","",""
"5_Fertilizer use","6_Chemical use","144.00","","","144"
"5_Fertilizer use","6_Land use change","0.00","","",""
"5_Fertilizer use","6_Nitrification","900.00","","","900"
"5_Fertilizer use","6_Methanogenesis","0.00","","",""
"5_(Rice paddies)","6_Oil","0.00","","",""
"5_(Rice paddies)","6_Natural gas","0.00","","",""
"5_(Rice paddies)","6_Coal","0.00","","",""
"5_(Rice paddies)","6_Waste","0.00","","",""
"5_(Rice paddies)","6_(Biomass)","0.00","","",""
"5_(Rice paddies)","6_Calcination","0.00","","",""
"5_(Rice paddies)","6_Chemical use","0.00","","",""
"5_(Rice paddies)","6_Land use change","0.00","","",""
"5_(Rice paddies)","6_Nitrification","0.00","","",""
"5_(Rice paddies)","6_Methanogenesis","1029.00","","","1029"
"5_(Manure)","6_Oil","0.00","","",""
"5_(Manure)","6_Natural gas","0.00","","",""
"5_(Manure)","6_Coal","0.00","","",""
"5_(Manure)","6_Waste","0.00","","",""
"5_(Manure)","6_(Biomass)","0.00","","",""
"5_(Manure)","6_Calcination","0.00","","",""
"5_(Manure)","6_Chemical use","0.00","","",""
"5_(Manure)","6_Land use change","0.00","","",""
"5_(Manure)","6_Nitrification","324.00","","","324"
"5_(Manure)","6_Methanogenesis","346.00","","","346"
"5_(Enteric fermentation)","6_Oil","0.00","","",""
"5_(Enteric fermentation)","6_Natural gas","0.00","","",""
"5_(Enteric fermentation)","6_Coal","0.00","","",""
"5_(Enteric fermentation)","6_Waste","0.00","","",""
"5_(Enteric fermentation)","6_(Biomass)","0.00","","",""
"5_(Enteric fermentation)","6_Calcination","0.00","","",""
"5_(Enteric fermentation)","6_Chemical use","0.00","","",""
"5_(Enteric fermentation)","6_Land use change","0.00","","",""
"5_(Enteric fermentation)","6_Nitrification","0.00","","",""
"5_(Enteric fermentation)","6_Methanogenesis","3169.00","","","3169"
"5_(Waste)","6_Oil","0.00","0","",""
"5_(Waste)","6_Natural gas","0.00","0","",""
"5_(Waste)","6_Coal","0.00","0","",""
"5_(Waste)","6_Waste","48.00","48","",""
"5_(Waste)","6_(Biomass)","0.00","0","",""
"5_(Waste)","6_Calcination","41.00","","41",""
"5_(Waste)","6_Chemical use","0.00","","",""
"5_(Waste)","6_Land use change","18.00","","","18"
"5_(Waste)","6_Nitrification","127.00","","","127"
"5_(Waste)","6_Methanogenesis","1834.00","","","1834"
"6_Oil","7_CO2","11936.00","11363","572",""
"6_Oil","7_CH4","1325.00","1277","49",""
"6_Oil","7_N2O","128.00","128","0",""
"6_Oil","7_F-gas","0.00","0","0",""
"6_Natural gas","7_CO2","7687.00","7393","295",""
"6_Natural gas","7_CH4","792.00","766","26",""
"6_Natural gas","7_N2O","82.00","82","0",""
"6_Natural gas","7_F-gas","0.00","0","0",""
"6_Coal","7_CO2","15357.00","15153","205",""
"6_Coal","7_CH4","1622.00","1571","51",""
"6_Coal","7_N2O","169.00","169","0",""
"6_Coal","7_F-gas","0.00","0","0",""
"6_Waste","7_CO2","187.00","187","",""
"6_Waste","7_CH4","0.00","0","",""
"6_Waste","7_N2O","0.00","0","",""
"6_Waste","7_F-gas","0.00","0","",""
"6_(Biomass)","7_CO2","0.00","0","",""
"6_(Biomass)","7_CH4","246.00","246","",""
"6_(Biomass)","7_N2O","50.00","50","",""
"6_(Biomass)","7_F-gas","0.00","0","",""
"6_Calcination","7_CO2","1716.00","","1716",""
"6_Calcination","7_CH4","0.00","","0",""
"6_Calcination","7_N2O","0.00","","0",""
"6_Calcination","7_F-gas","269.00","","269",""
"6_Chemical use","7_CO2","705.00","","545","160"
"6_Chemical use","7_CH4","0.00","","0","0"
"6_Chemical use","7_N2O","123.00","","123","0"
"6_Chemical use","7_F-gas","1182.00","","1182",""
"6_Land use change","7_CO2","2970.00","","","2970"
"6_Land use change","7_CH4","209.00","","","209"
"6_Land use change","7_N2O","160.00","","","160"
"6_Land use change","7_F-gas","0.00","","",""
"6_Nitrification","7_CO2","0.00","","","0"
"6_Nitrification","7_CH4","0.00","","","0"
"6_Nitrification","7_N2O","1929.00","","","1929"
"6_Nitrification","7_F-gas","0.00","","",""
"6_Methanogenesis","7_CO2","0.00","","","0"
"6_Methanogenesis","7_CH4","6378.00","","","6378"
"6_Methanogenesis","7_N2O","0.00","","","0"
"6_Methanogenesis","7_F-gas","0.00","","",""
